Cikkszám;Kategória;Gyártó;Név;Ár;Garidõ
89675;Videokártya;EVGA;EVGA GeForce GTX 960 4GB DDR5 (Superclocked) ACX 2.0 Gaming nVidia,PCIE,GPU:1216/1279MHz,RAM:7010MHz,4GB,DDR5,128bit,Aktív hûtés,2xDVI,1xHDMI,DisplayPort;52890;36
89676;Videokártya;EVGA;EVGA GeForce GTX 970 4GB DDR5 (Superclocked+) ACX 2.0 Gaming nVidia,PCIE,GPU:1165/1317MHz,RAM:7010MHz,4GB,DDR5,256bit,Aktív hûtés,2xDVI,1xHDMI,DisplayPort;90500;24
89685;Videokártya;Asus;Asus POSEIDON-GTX980-4GD5 nVidia,PCIE,GPU:1126/1216MHz,RAM:7010MHz,4GB,DDR5,256bit,Aktív hûtés,1xDVI,1xHDMI,3xDisplayPort,DisplayPort;140900;36
89687;Videokártya;GIGABYTE;GIGABYTE R9 380X 4GB DDR5 GV-R938XG1 GAMING-4GD AMD,PCIE,GPU:970/980MHz,RAM:5600MHz,4GB,DDR5,256bit,Aktív hûtés,2xDVI,1xHDMI,DisplayPort;56550;36
89688;Videokártya;GIGABYTE;GIGABYTE GTX980 4GB DDR5 GV-N980WAOC-4GD nVidia,PCIE,GPU:1228/1329 | 1253/1354MHz,RAM:7000MHz,4GB,DDR5,256bit,Aktív hûtés,2xDVI,1xHDMI,3xDisplayPort,DisplayPort;142560;36
89689;Videokártya;GIGABYTE;GIGABYTE GTX980 4GB DDR5 GV-N980XTREME-4GD nVidia,PCIE,GPU:1127/1216 | 1241/1342MHz,RAM:7100MHz,4GB,DDR5,256bit,Aktív hûtés,1xDVI,1xHDMI,3xDisplayPort,DisplayPort;137410;36
89694;Videokártya;Palit;Palit GeForce GTX750 1GB DDR5 StormX OC nVidia,PCIE,GPU:1087/1239MHz,RAM:5010MHz,1GB,DDR5,128bit,Aktív hûtés,VGA,1xDVI,1xHDMI;23200;24
89697;Monitor;Acer;"Acer 27"" Predator XF270Hbmjdprz LED 27"",1920x1080,100M:1,300cd/m2,1ms,1xDVI,1xHDMI,Black,Pivot,LED,27"",Full HD,16:9";101870;36
89698;Monitor;Dell;"Dell 25"" UP2516D IPS LED 25"",2560x1440,1000:1,300cd/m2,6ms,2xHDMI,Black,Pivot,LED,USB, MiniDisplayPort,IPS,25"",16:9";119780;36
89699;Monitor;Dell;"Dell 27"" UP2716D IPS LED 27"",2560x1440,1000:1,300cd/m2,6ms,2xHDMI,Black,Pivot,LED,USB, MiniDisplayPort,IPS,27"",DP,16:9";167670;36
89732;Monitor;LG;"LG 49"" 49SM5B IPS LED 49"",1920x1080,4M:1/1100:1,450cd/m2,12ms,1xDVI,1xHDMI,Black,Multimédia,LED,USB,IPS,49"",DP,Full HD,16:9";328820;24
89733;Monitor;LG;"LG 32"" 32SM5B IPS LED 32"",1920x1080,2M:1/1100:1,400cd/m2,12ms,1xDVI,1xHDMI,Black,Multimédia,LED,USB,IPS,32"",DP,Full HD,16:9";167160;24
89773;Monitor;Benq;"Benq 24"" BL2420Z LED 24"",1920x1080,20M:1/3000:1,250cd/m2,7ms,1xDVI,Black,Pivot,Multimédia,LED,D-Sub,24"",DP,Full HD,16:9";49110;36
89774;Monitor;Benq;"Benq 28"" GW2870H LED 28"",1920x1080,20M:1/3000:1,300cd/m2,5ms,2xHDMI,Black,Pivot,Multimédia,LED,D-Sub,28"",Full HD,16:9";60160;36
89819;Videokártya;Asus;Asus GOLD20TH-GTX980TI-P-6G-GAMING nVidia,PCIE,GPU:1266/1367MHz,RAM:7200MHz,6GB,DDR5,384bit,Aktív hûtés,1xDVI,1xHDMI,3xDisplayPort,DisplayPort;221530;36
89820;Videokártya;Asus;Asus TURBO-GTX960-2GD5 nVidia,PCIE,GPU:1190MHz,RAM:7010MHz,2GB,DDR5,128bit,Aktív hûtés,1xDVI,1xHDMI,3xDisplayPort,DisplayPort;47100;36
89821;Videokártya;Asus;Asus R9 NANO-4G-WHITE AMD,PCIE,GPU:1000MHz,RAM:500MHz,4GB,HBM,4096bit,Aktív hûtés,1xHDMI,3xDisplayPort,DisplayPort;151900;36
89844;Monitor;Samsung;"Samsung 21,5"" S22E650D LED 21,5"",1920x1080,MegaDCR/1000:1,250cd/m2,4ms,1xDVI,Black,LED,D-Sub, 2xUSB,21,5"",DP,Full HD,16:9";46570;12
89854;Videokártya;PNY;PNY QUADRO NVS 310 1GB DDR3 nVidia,PCIE,1GB,DDR3,64bit,Aktív hûtés,2xDisplayPort,DisplayPort;30340;36
89858;Monitor;Asus;"Asus 24"" VS248HR LED 24"",1920x1200,50000000:1,250cd/m2,1ms,1xDVI,1xHDMI,Black,LED,D-Sub,24"",Full HD,16:9";43290;36
89868;Videokártya;Asus;Asus STRIX-R9390X-DC3-8GD5-GAMING AMD,PCIE,GPU:1050/1070MHz,RAM:6000MHz,8192MB,DDR5,512bit,Aktív hûtés,1xDVI,1xHDMI,3xDisplayPort,DisplayPort;108600;36
89869;Videokártya;GIGABYTE;GIGABYTE GTX960 4GB DDR5 GV-N960IXOC-4GD nVidia,PCIE,GPU:1165/1228MHz,RAM:7010MHz,4GB,DDR5,128bit,Aktív hûtés,2xDVI,1xHDMI,DisplayPort;49250;36
89870;Videokártya;GIGABYTE;GIGABYTE GTX970 4GB DDR5 GV-N970XTREME-4GD nVidia,PCIE,GPU:1051/1178 | 1190/1342MHz,RAM:7100MHz,4GB,DDR5,256bit,Aktív hûtés,1xDVI,1xHDMI,3xDisplayPort,DisplayPort;98320;36
89917;Monitor;Acer;"Acer 34"" Predator XR341CKbmijpphz IPS LED Curved 34"",3440x1440,100000000:1,300cd/m2,4ms,1xHDMI,Black,Multimédia,LED,USB,IPS, Curved, 21:9,34"",DP";274260;60
89965;Memória;CSX;CSX 4GB DDR4 2133MHz Standard;5350;-1
89966;Memória;CSX;CSX 8GB DDR4 2400MHz Standard;10660;-1
89973;Videokártya;Gainward;Gainward GeForce 970GTX 4GB GDDR5 nVidia,PCIE,GPU:1051/1178MHz,RAM:7000MHz,4GB,DDR5,256bit,Aktív hûtés,1xDVI,1xHDMI,SLI,2xDisplayPort,DisplayPort;78900;24
89974;Videokártya;Gainward;Gainward GeForce 970GTX 4GB GDDR5 Phantom nVidia,PCIE,GPU:1152/1304MHz,RAM:7000MHz,4GB,DDR5,256bit,Aktív hûtés,1xDVI,1xHDMI,SLI,2xDisplayPort,DisplayPort;82890;24
89975;Videokártya;Gainward;Gainward GeForce 970GTX 4GB GDDR5 Phoenix nVidia,PCIE,GPU:1152/1304MHz,RAM:7000MHz,4GB,DDR5,256bit,Aktív hûtés,1xDVI,1xHDMI,SLI,2xDisplayPort,DisplayPort;82800;24
89976;Videokártya;GIGABYTE;GIGABYTE R9 FURY 4GB DDR5 GV-R9FURYWF3OC-4GD AMD,PCIE,GPU:1010MHz,RAM:1000MHz,4GB,HBM,4096bit,Aktív hûtés,1xDVI,1xHDMI,3xDisplayPort,DisplayPort;137180;36
90011;Monitor;Philips;"Philips 34"" BDM3490UC IPS LED Curved 34"",3440x1440,5000000:1/1000:1,300cd/m2,5ms,3xHDMI,Black,LED,USB3.0x4,IPS, Curved, 21:9,34"",DP,4K";223990;36
90019;Memória;Kingston;Kingston 16GB DDR4 3000MHz Kit(2x8GB) HyperX Savage Intel XMP Black;31990;-1
90025;Monitor;LG;"LG 25"" 25UB55-B IPS LED 25"",2560x1080,50000000:1,250cd/m2,5ms,1xDVI,2xHDMI,Black,Pivot,Multimédia,LED,IPS. 21:9,25"",DP";63140;36
90113;Processzor;Intel;Intel Core i3-6300 3800MHz 4MB LGA1151 Box;34750;36
90115;Monitor;AOC;"AOC 23,6"" E2470SWHE LED 23,6"",1920x1080,20M:1/1000:1,250cd/m2,5ms,1xHDMI,Black,LED,D-Sub,23,6"",Full HD,16:9";29500;36
90116;Monitor;AOC;"AOC 24"" I2481FXH IPS LED 24"",1920x1080,50M:1/1000:1,250cd/m2,4ms,1xHDMI,Black,LED,D-Sub,IPS,24"",Full HD,16:9";39260;36
90117;Monitor;AOC;"AOC 24"" G2460PF LED 24"",1920x1080,80M:1/1000:1,350cd/m2,1ms,1xDVI,1xHDMI,Black,Multimédia,LED,D-Sub, USB2.0x4,24"",DP,Full HD,16:9";59880;36
90206;Monitor;Dell;"Dell 19,5"" P2016 IPS LED 19,5"",1440x900,1000:1,250cd/m2,6ms,Black,Pivot,LED,D-Sub, 2xUSB,IPS, 16:10,19,5"",DP";34970;36
90310;Memória;Kingston;Kingston 64GB DDR4 2133MHz Kit(8x8GB) HyperX Fury Black Series;77940;-1
90312;Memória;Kingston;Kingston 32GB DDR4 2400MHz Kit(2x16GB) HyperX Savage Intel XMP Black;65650;-1
90317;Memória;Corsair;Corsair 16GB DDR3L 1866MHz Kit (2x8GB) Vengeance Pro;20990;-1
90321;Memória;Corsair;Corsair 32GB DDR3L 1866MHz Kit (4x8GB) Vengeance Pro;38990;-1
90325;Memória;Corsair;Corsair 8GB DDR3L 1866MHz Kit (2x4GB) Vengeance Pro;11990;-1
90326;Memória;Corsair;Corsair 8GB DDR3L 1866MHz Kit (2x4GB) Vengeance Pro Red;11990;12
90328;Memória;Corsair;Corsair 16GB DDR3L 2133MHz Kit (2x8GB) Vengeance Pro Red;23490;-1
90330;Memória;Corsair;Corsair 8GB DDR3L 2133MHz Kit (2x4GB) Vengeance Pro Red;13990;-1
90336;Memória;Corsair;Corsair 16GB DDR4 2400MHz Kit (2x8GB) Vengeance LPX Black;19990;-1
90337;Memória;Corsair;Corsair 16GB DDR4 2400MHz Kit (4x4GB) Vengeance LPX Black;27310;-1
90338;Memória;Corsair;Corsair 16GB DDR4 2400MHz Kit (4x4GB) Vengeance LPX Black;22990;-1
90340;Memória;Corsair;Corsair 16GB DDR4 2400MHz Kit (4x4GB) Vengeance LPX Red;22990;-1
90444;Memória;Corsair;Corsair 16GB DDR3 2133MHz Kit (2x8GB) Vengeance Pro;19990;-1
90445;Memória;Corsair;Corsair 32GB DDR3 2133MHz Kit (4x8GB) Vengeance Pro;38990;-1
90451;Memória;Corsair;Corsair 16GB DDR4 2400MHz Kit (4x4GB) Vengeance LPX Red;22990;-1
90453;Memória;Corsair;Corsair 32GB DDR4 2400MHz Kit (2x16GB) Vengeance LPX Red;52990;-1
90455;Memória;Corsair;Corsair 32GB DDR4 2400MHz Kit (4x8GB) Vengeance LPX Red;39990;-1
90456;Memória;Corsair;Corsair 4GB DDR4 2400MHz Vengeance LPX Red;6990;-1
90457;Memória;Corsair;Corsair 8GB DDR4 2400MHz Vengeance LPX Red;11700;-1
90461;Memória;Corsair;Corsair 16GB DDR4 2400MHz Vengeance LPX Black;26990;-1
90463;Memória;Corsair;Corsair 16GB DDR4 2666MHz Vengeance LPX Black;25990;-1
90464;Memória;Corsair;Corsair 16GB DDR4 2666MHz Kit (4x4GB) Vengeance LPX Blue;25990;-1
90472;Memória;Corsair;Corsair 32GB DDR4 2666MHz Kit (4x8GB) Vengeance LPX Red;52440;-1
90485;Memória;Corsair;Corsair 8GB DDR4 2666MHz Kit (2x4GB) Dominator Platinum;20990;-1
90496;Memória;Corsair;Corsair 8GB DDR4 2800MHz Kit (2x4GB) Vengeance LPX Red;13990;-1
90498;Memória;Corsair;Corsair 16GB DDR4 3000MHz Kit (4x4GB) Vengeance LPX Blue;28990;-1
90499;Memória;Corsair;Corsair 16GB DDR4 3000MHz Vengeance LPX Black;27990;-1
90501;Memória;Corsair;Corsair 16GB DDR4 3000MHz Kit (4x4GB) Vengeance LPX Black;27490;-1
90502;Memória;Corsair;Corsair 8GB DDR4 3000MHz Kit (2x4GB) Vengeance LPX Black;13990;-1
90504;Memória;Corsair;Corsair 8GB DDR4 3000MHz Kit (2x4GB) Vengeance LPX Red;13990;-1
90511;Memória;Corsair;Corsair 16GB DDR4 3200MHz Kit (4x4GB) Vengeance LPX Red;35990;-1
90519;Memória;Corsair;Corsair 16GB DDR4 3300MHz Kit (4x4GB) Vengeance LPX Black;38990;-1
90562;Memória;Corsair;Corsair 16GB DDR4 3300MHz Kit (4x4GB) Vengeance LPX Red;38990;-1
90565;Memória;Corsair;Corsair 8GB DDR4 3333MHz Kit (2x4GB) Dominator Platinum;31990;-1
90567;Memória;Corsair;Corsair 16GB DDR4 3466MHz Kit (4x4GB) Vengeance LPX Black;36990;-1
90590;Memória;Corsair;Corsair 16GB DDR4 3600MHz Kit (4x4GB) Vengeance LPX Black;39990;-1
90603;Videokártya;Msi;Msi GTX 980 4GD5T OC nVidia,PCIE,GPU:1178/1279MHz,RAM:7010MHz,4GB,DDR5,256bit,Aktív hûtés,1xDVI,1xHDMI,SLI,3xDisplayPort,DisplayPort;128900;36
90604;Videokártya;GIGABYTE;GIGABYTE GT610 2GB DDR3 GV-N610-2GI nVidia,PCIE,GPU:810MHz,RAM:1333MHz,2GB,DDR3,64bit,Aktív hûtés,VGA,1xDVI,1xHDMI,LP;9950;36
90605;Videokártya;GIGABYTE;GIGABYTE GTX980 4GB DDR5 GV-N980WF3-4GD nVidia,PCIE,GPU:1127/1216MHz,RAM:7000MHz,4GB,DDR5,256bit,Aktív hûtés,1xDVI,1xHDMI,3xDisplayPort,DisplayPort;127810;36
90628;Monitor;Dell;"Dell 23"" S2316H LED 23"",1920x1080,8M:1/1000:1,250cd/m2,6ms,1xHDMI,Black,Multimédia,LED,D-Sub,23"",Full HD,16:9";46840;36
90667;Memória;Geil;Geil 8GB DDR4 2400MHz Evo Potenza Kit2 (2x4GB);15610;-1
90668;Memória;Geil;Geil 8GB DDR4 2400MHz Super Luce Blue LED Kit2 (2x4GB);15190;-1
90669;Memória;Geil;Geil 8GB DDR4 2400MHz Super Luce Red LED Kit2 (2x4GB);16920;-1
90670;Memória;Geil;Geil 8GB DDR4 2400MHz Super Luce White LED Kit2 (2x4GB);16920;-1
90671;Memória;Geil;Geil 8GB DDR4 2400MHz White Dragon Kit2 (2x4GB);16330;-1
90672;Memória;Geil;Geil 8GB DDR4 3000MHz Evo Potenza Kit2 (2x4GB);17270;-1
90723;Monitor;Asus;"Asus 27"" VG278HV LED 27"",1920x1080,50000000:1,300cd/m2,1ms,1xDVI,1xHDMI,Black,Multimédia,LED,D-Sub,27"",Full HD,16:9";91900;36
90776;Monitor;Philips;"Philips 24"" 240V5QDAB IPS LED 24"",1920x1080,10M:1/1000:1,250cd/m2,5ms,1xDVI,1xHDMI,Black,Multimédia,LED,D-Sub,IPS,24"",Full HD,16:9";35820;36
90785;Monitor;Dell;"Dell 24"" E2414HM LED 24"",1920x1080,1000:1,250cd/m2,5ms,1xDVI,Black,LED,D-Sub,24"",Full HD,16:9";41300;36
90790;Monitor;LG;"LG 43"" 43SM3B IPS LED 43"",1920x1080,12000000:1/1100:1,350cd/m2,12ms,1xDVI,1xHDMI,Black,LED,IPS,43"",DP,Full HD,16:9";246130;24
90794;Monitor;Samsung;"Samsung 19"" S19E450BW LED 19"",1440x900,MegaDCR/1000:1,250cd/m2,5ms,1xDVI,Black,Pivot,LED,D-Sub,16:10,19""";35560;12
90831;Monitor;Benq;"Benq 27"" XL2730Z 3D LED 27"",2560x1440,12000000:1/1000:1,350cd/m2,1ms,1xDVI,1xHDMI,Black/Red,Multimédia,LED,D-Sub, USB2.0, USB3.0,3D,27"",DP,16:9";155410;36
90842;Processzor;Noname;Noname Processzor hûtõzsír 1,5g fecskendõ;190;12
90859;Monitor;Asus;"Asus 22"" VS229NA LED 22"",1920x1080,80000000:1,250cd/m2,5ms,1xDVI,Black,LED,D-Sub,22"",Full HD,16:9";28390;36
90947;Memória;Kingston;Kingston 16GB DDR4 2133MHz;26920;-1
90949;Memória;Kingston;Kingston 8GB DRR4 2133MHz;8330;-1
90955;Monitor;AOC;"AOC 27"" G2770PF LED 27"",1920x1080,80M:1/1000:1,300cd/m2,1ms,1xDVI,1xHDMI,Black,Pivot,Multimédia,LED,D-Sub, USB2.0, USB3.0,27"",Full HD,16:9";76510;36
90956;Monitor;AOC;"AOC 27"" I2769VM IPS LED 27"",1920x1080,50M:1/1000:1,250cd/m2,5ms,2xHDMI,Black/Silver,Multimédia,LED,D-Sub,IPS,27"",DP,Full HD,16:9";53570;36
90962;Videokártya;Msi;Msi R7 360 2GD5 OCV1 AMD,PCIE,GPU:600MHz,RAM:1100MHz,2GB,DDR5,128bit,Aktív hûtés,1xDVI,1xHDMI,CrossFire,DisplayPort;26700;36
90963;Videokártya;Msi;Msi N750TI-2GD5TLP nVidia,PCIE,GPU:1020/1085MHz,RAM:5400MHz,2GB,DDR5,128bit,Aktív hûtés,VGA,1xDVI,1xHDMI;31480;36
90987;Videokártya;Asus;Asus STRIX-R7370-DC2-4GD5-GAMING AMD,PCIE,GPU:975/995MHz,RAM:5600MHz,4GB,DDR5,256bit,Aktív hûtés,2xDVI,1xHDMI,CrossFire,DisplayPort;44900;36
90992;Monitor;LG;"LG 24"" 24MP67VQ-P IPS LED 24"",1920x1080,5M:1,250cd/m2,5ms,1xDVI,1xHDMI,Black,LED,D-Sub,AH-IPS,24"",Full HD,16:9";45110;36
91178;Videokártya;PNY;PNY Quadro K420 2GB DDR3 LP nVidia,PCIE,RAM:2900MHz,2GB,DDR3,128bit,Aktív hûtés,1xDVI,LP,DisplayPort;31700;36
91197;Monitor;LG;"LG 27"" 27MU67-B IPS LED 27"",3840x2160,5M:1,300cd/m2,5ms,1xHDMI,Black,Pivot,LED,MiniDisplayPort,IPS,27"",DP,16:9,4K";123880;36
91202;Monitor;LG;"LG 18,5"" 19M38A-B LED 18,5"",1366x768,30000:1,200cd/m2,5ms,Black,LED,D-Sub,HD,18,5"",16:9";19790;36
91254;Monitor;LG;"LG 47"" 47LS53A-5B IPS LED 47"",1920x1080,300cd/m2,5ms,1xDVI,1xHDMI,Black,LED,USB,IPS,47"",DP,Full HD,16:9";240640;24
91256;Monitor;Philips;"Philips 27"" 276E7QDSW LED 27"",1920x1080,20M:1/1000:1,250cd/m2,5ms,1xDVI,White,LED,D-Sub,MHL,27"",DP,Full HD,16:9";55870;24
91279;Videokártya;GIGABYTE;GIGABYTE GTX960 4GB DDR5 GV-N960WF2-4GD nVidia,PCIE,GPU:1127/1178MHz,RAM:7010MHz,4GB,DDR5,128bit,Aktív hûtés,2xDVI,1xHDMI,3xDisplayPort,DisplayPort;52360;36
91282;Monitor;Dell;"Dell 21,5"" S2216H IPS LED 21,5"",1920x1080,8M:1/1000:1,250cd/m2,6ms,1xHDMI,Black,Multimédia,LED,D-Sub,IPS,21,5"",Full HD,16:9";40370;36
91297;Processzor;CoolerMaster;CoolerMaster RPD Grease / High performance;500;6
91305;Processzor;CoolerMaster;CoolerMaster MasterGel Maker 4g;1950;6
91341;Memória;Kingston;Kingston 16GB DDR4 2400MHz Kit(2x8GB) HyperX Savage Intel XMP Black;23590;-1
91342;Memória;Kingston;Kingston 16GB DDR4 2400MHz Kit(4x4GB) HyperX Savage Intel XMP Black;24900;-1
91343;Memória;Kingston;Kingston 4GB DDR4 2400MHz HyperX Savage Intel XMP Black;5900;-1
91344;Memória;Kingston;Kingston 4GB DDR4 2666MHz HyperX Savage Intel XMP Black;5990;-1
91345;Memória;Kingston;Kingston 4GB DDR4 2800MHz HyperX Savage Intel XMP Black;7400;-1
91350;Memória;Kingston;Kingston 4GB DDR4 3000MHz HyperX Savage Intel XMP Black;7990;-1
91351;Memória;Kingston;Kingston 8GB DDR4 2400MHz Kit(2x4GB) HyperX Savage Intel XMP Black;13110;-1
91352;Memória;Kingston;Kingston 8GB DDR4 2400MHz HyperX Savage Intel XMP Black;11250;-1
91353;Memória;Kingston;Kingston 8GB DDR4 2666MHz Kit(2x4GB) HyperX Savage Intel XMP Black;14490;-1
91354;Memória;Kingston;Kingston 8GB DDR4 2666MHz HyperX Savage Intel XMP Black;13200;-1
91355;Memória;Kingston;Kingston 8GB DDR4 2800MHz Kit(2x4GB) HyperX Savage Intel XMP Black;14490;-1
91356;Memória;Kingston;Kingston 8GB DDR4 2800MHz HyperX Savage Intel XMP Black;13800;-1
91357;Memória;Kingston;Kingston 8GB DDR4 3000MHz Kit(2x4GB) HyperX Savage Intel XMP Black;16990;-1
91358;Memória;Kingston;Kingston 8GB DDR4 3000MHz HyperX Savage Intel XMP Black;14490;-1
91361;Memória;Kingston;Kingston 4GB DDR3 1333MHz;4990;-1
91366;Memória;Kingston;Kingston 8GB DDR3 1333MHz;8560;-1
91368;Memória;Kingston;Kingston 8GB DDR3 1600MHz;8420;-1
91370;Memória;Kingston;Kingston 4GB DDR3 1600MHz;4560;-1
91399;Memória;Kingston;Kingston 4GB DDR4 2133MHz;4550;-1
91400;Memória;Kingston;Kingston 8GB DDR3L 1600MHz;8640;-1
91404;Monitor;LG;"LG 23,8"" 24MP58VQ-P IPS LED 23,8"",1920x1080,5M:1,250cd/m2,5ms,1xDVI,1xHDMI,Black,LED,D-Sub,IPS,23,8"",Full HD,16:9";39270;36
91418;Monitor;LG;"LG 21,5"" PersonalTV 22MT44DP-PZ LED (monitor/tv) 21,5"",1920x1080,5000000:1/600:1,250cd/m2,14ms,1xHDMI,Black,Multimédia,TV,LED,D-Sub, USB, Scart,21,5"",Full HD,16:9";35300;24
91469;Memória;Geil;Geil 8GB DDR4 3000MHz White Dragon Kit2 (2x4GB);16890;-1
91533;Memória;Geil;Geil 16GB DDR4 2400MHz Super Luce White/Red LED Kit2 (2x8GB);25540;-1
91534;Memória;Geil;Geil 16GB DDR4 2400MHz Super Luce White LED Kit2 (2x8GB);25540;-1
91535;Memória;Geil;Geil 16GB DDR4 3000MHz Evo Potenza Kit2 (2x8GB) Red;29480;-1
91536;Memória;Geil;Geil 16GB DDR4 3000MHz White Dragon Kit2 (2x8GB);29680;-1
91537;Memória;Geil;Geil 16GB DDR4 3200MHz White Dragon Kit2 (2x8GB);33500;-1
91538;Memória;Geil;Geil 16GB DDR4 3200MHz White Dragon Kit2 (2x8GB);32780;-1
91663;Videokártya;GIGABYTE;GIGABYTE GTX980 Ti 6GB DDR5 GV-N98TXTREME-6GD nVidia,PCIE,GPU:1000/1075 | 1216/1317MHz,RAM:7200MHz,6GB,DDR5,384bit,Aktív hûtés,1xDVI,1xHDMI,3xDisplayPort,DisplayPort;204950;36
91720;Monitor;Fujitsu;"Fujitsu 23"" B23T-7 LED 23"",1920x1080,20M:1/1000:1,300cd/m2,5ms,1xDVI,White,Pivot,Multimédia,LED,D-Sub,23"",DP,Full HD,16:9";55330;36
91743;Videokártya;Msi;Msi GT 710 1GD3H LP nVidia,PCIE,GPU:954MHz,RAM:1600MHz,1GB,DDR3,64bit,Passzív hûtés,VGA,1xDVI,1xHDMI;8530;36
91744;Videokártya;Msi;Msi GT 710 2GD3H LP nVidia,PCIE,GPU:954MHz,RAM:1600MHz,2GB,DDR3,64bit,Passzív hûtés,VGA,1xDVI,1xHDMI;10000;36
91745;Videokártya;Msi;Msi N730K-2GD3H/LP nVidia,PCIE,GPU:902MHz,RAM:1600MHz,2GB,DDR3,64bit,Passzív hûtés,VGA,1xDVI,1xHDMI;15490;36
91747;Videokártya;Msi;Msi R7 250 2GD3 OCV1 AMD,PCIE,GPU:800/1000MHz,RAM:1800MHz,2GB,DDR3,128bit,Aktív hûtés,VGA,1xDVI,1xHDMI,CrossFire;19340;36
91755;Videokártya;Asus;Asus GT710-1-SL nVidia,PCIE,GPU:954MHz,RAM:1800MHz,1GB,DDR3,64bit,Passzív hûtés,VGA,1xDVI,1xHDMI;11200;36
91756;Videokártya;Asus;Asus GT710-2-SL nVidia,PCIE,GPU:954MHz,RAM:1800MHz,2GB,DDR3,64bit,Passzív hûtés,VGA,1xDVI,1xHDMI;12570;36
91757;Videokártya;Asus;Asus TURBO-GTX960-4GD5 nVidia,PCIE,GPU:1126/1178MHz,RAM:7010MHz,4GB,DDR5,128bit,Aktív hûtés,1xDVI,1xHDMI,3xDisplayPort,DisplayPort;64460;36
91768;Videokártya;GIGABYTE;GIGABYTE GT710 1GB DDR3 GV-N710D3-1GL  nVidia,PCIE,GPU:954MHz,RAM:1800MHz,1GB,DDR3,64bit,Aktív hûtés,VGA,1xDVI,1xHDMI,LP;8550;36
91776;Memória;Kingston;Kingston 16GB DDR4 2666MHz Kit(2x8GB) HyperX Savage Intel XMP Black;26990;-1
91777;Memória;Kingston;Kingston 16GB DDR4 2666MHz Kit(4x4GB) HyperX Savage Intel XMP Black;29700;-1
91779;Memória;Kingston;Kingston 16GB DDR4 2800MHz Kit(2x8GB) HyperX Savage Intel XMP Black;29430;-1
91780;Memória;Kingston;Kingston 16GB DDR4 2800MHz Kit(4x4GB) HyperX Savage Intel XMP Black;30800;-1
91781;Memória;Kingston;Kingston 32GB DDR4 2800MHz Kit(4x8GB) HyperX Savage Intel XMP Black;60380;-1
91782;Memória;Kingston;Kingston 16GB DDR4 3000MHz Kit(2x8GB) HyperX Savage Intel XMP Black;31400;-1
91783;Memória;Kingston;Kingston 16GB DDR4 3000MHz Kit(4x4GB) HyperX Savage Intel XMP Black;33990;-1
91795;Monitor;AOC;"AOC 23,6"" I2476VWM IPS LED 23,6"",1920x1080,50M:1/1000:1,250cd/m2,5ms,1xHDMI,Silver/Black,LED,D-Sub,IPS,23,6"",Full HD,16:9";31600;36
91796;Monitor;Philips;"Philips 24"" 240V5QDSB IPS LED 24"",1920x1080,10M:1/1000:1,250cd/m2,5ms,1xDVI,1xHDMI,Black,LED,D-Sub,IPS,24"",Full HD,16:9";32820;36
91814;Nyomtató;Canon;Canon SELPHY CP1200 wireless fényképnyomtató Black;30220;12
91824;Nyomtató;HP;HP LaserJet Enterprise 500 M506x (F2A70A) lézernyomtató;159210;12
91896;Monitor;Samsung;"Samsung 27"" T27D590CW LED Curved (monitor/tv) 27"",1920x1080,MegaDCR/3000:1,300cd/m2,5ms,1xHDMI,Black/Silver,Multimédia,TV,LED,D-Sub, USB, SCART,27"",Full HD,16:9";117170;12
91926;Videokártya;EVGA;EVGA GeForce GTX 950 2GB DDR5 FTW ACX 2.0 nVidia,PCIE,GPU:1203/1405MHz,RAM:6610MHz,2GB,DDR5,128bit,Aktív hûtés,1xDVI,1xHDMI,3xDisplayPort,DisplayPort;52670;36
91931;Videokártya;EVGA;EVGA GeForce GTX 980 Ti 6GB DDR5 BackPlate FTW ACX 2.0+ nVidia,PCIE,GPU:1190/1291MHz,RAM:7010MHz,6GB,DDR5,384bit,Aktív hûtés,1xDVI,1xHDMI,3xDisplayPort,DisplayPort;165270;36
91932;Videokártya;EVGA;EVGA GeForce GTX 980 Ti 6GB DDR5 Hybrid nVidia,PCIE,GPU:1140/1228MHz,RAM:7010MHz,6GB,DDR5,384bit,Aktív hûtés,1xDVI,1xHDMI,3xDisplayPort,DisplayPort;232160;36
91934;Videokártya;Gainward;Gainward GeForce 710GT 1GB DDR3 SilentFX nVidia,PCIE,GPU:954MHz,RAM:800MHz,1GB,DDR3,64bit,Passzív hûtés,VGA,1xDVI,1xHDMI;8790;36
91935;Videokártya;Gainward;Gainward GeForce 710GT 2GB DDR3 SilentFX nVidia,PCIE,GPU:954MHz,RAM:800MHz,2GB,DDR3,64bit,Passzív hûtés,VGA,1xDVI,1xHDMI;9910;36
91936;Videokártya;Gainward;Gainward GeForce 710GT 1GB DDR3 nVidia,PCIE,GPU:954MHz,RAM:800MHz,1GB,DDR3,64bit,Aktív hûtés,VGA,1xDVI,1xHDMI;8850;36
91952;Monitor;LG;"LG 24"" 24MP48HQ-P IPS LED 24"",1920x1080,5M:1,250cd/m2,5ms,1xHDMI,Black,LED,D-Sub,IPS,24"",Full HD,16:9";37840;36
91956;Monitor;Samsung;"Samsung 32"" T32E310EW LED (monitor/tv) 32"",1920x1080,MegaDCR,300cd/m2,5ms,2xHDMI,Black,Multimédia,TV,LED,USB, SCART,32"",Full HD,16:9";64420;12
